Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,model_id,contrast_name,comparison_label,padj_plot,log_padj,significant,direction
Gene_3195,1189.9105436693162,-0.25415478253052104,0.217751399610698,-1.167178640343557,0.24313823489780562,0.5643592526569849,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5643592526569849,0.2484443503128986,FALSE,NS
Gene_1235,167.23656933797346,-0.2839784216075326,0.24361047880754977,-1.1657069227792667,0.2437329602507938,0.5647704767017083,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5647704767017083,0.24812801404665433,FALSE,NS
Gene_1316,105.01133304141369,0.35288281668493976,0.30311884342418516,1.164173143109796,0.24435385177186847,0.5658383889098408,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5658383889098408,0.24730759147403653,FALSE,NS
Gene_1323,41.75012951485903,-0.4480961076137215,0.38531501352046366,-1.1629344611300063,0.24485609429585428,0.5665001514186626,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5665001514186626,0.24679996971888785,FALSE,NS
Gene_0435,117.54281645084684,0.383000009020734,0.329517124034809,1.1623068456383931,0.2451108469181719,0.5665001514186626,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5665001514186626,0.24679996971888785,FALSE,NS
Gene_2808,106.33014373990207,0.3662713850834116,0.3151308021561144,1.1622836694394678,0.24512025782538288,0.5665001514186626,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5665001514186626,0.24679996971888785,FALSE,NS
Gene_2130,82.18986370732571,0.3733998804010392,0.3217437214581187,1.1605506354834794,0.2458246904375072,0.5677570903899578,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5677570903899578,0.24583743342173625,FALSE,NS
Gene_3051,1103.4420593039765,-0.19034504922676926,0.16409540907399459,-1.1599657193391564,0.2460627635036331,0.5679359867812315,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5679359867812315,0.24570061174382538,FALSE,NS
Gene_1209,35.83603462621665,-0.47080989921141897,0.40611033903293764,-1.1593152253462669,0.2463277178952826,0.5681126950307467,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5681126950307467,0.2455655058816932,FALSE,NS
Gene_2080,38.25007415975213,0.4549682870190092,0.3926896788561297,1.1585949708285983,0.24662131981679758,0.5681126950307467,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5681126950307467,0.2455655058816932,FALSE,NS
Gene_0194,1018.682533149598,-0.2189857821971155,0.1889924435237905,-1.1587012587069356,0.24657797759900046,0.5681126950307467,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5681126950307467,0.2455655058816932,FALSE,NS
Gene_2170,14.570039626822538,0.8359506461846407,0.7228590414660157,1.1564504256449033,0.24749696598111076,0.5692290539839568,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5692290539839568,0.24471294122498552,FALSE,NS
Gene_1493,16.809486991408267,-0.7295213417859822,0.6317140836277284,-1.1548283641177959,0.24816071934825676,0.5692290539839568,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5692290539839568,0.24471294122498552,FALSE,NS
Gene_0844,22.648977772523534,-0.632455748656755,0.5477249820698487,-1.154695822466796,0.24821501085736747,0.5692290539839568,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5692290539839568,0.24471294122498552,FALSE,NS
Gene_2533,53.873803056696055,0.3958753849715937,0.34300646264640433,1.1541338956627487,0.24844527875831648,0.5692290539839568,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5692290539839568,0.24471294122498552,FALSE,NS
Gene_1789,149.84924488397257,-0.29343005664265576,0.25391664015733095,-1.1556157030939038,0.24783838203383882,0.5692290539839568,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5692290539839568,0.24471294122498552,FALSE,NS
Gene_0155,174.8035943967689,0.2841152699569578,0.24615703308024428,1.1542033408581893,0.2484168132268126,0.5692290539839568,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5692290539839568,0.24471294122498552,FALSE,NS
Gene_0813,740.6218083535367,-0.2609367106160932,0.22629501734264587,-1.1530819974749793,0.24887673005067798,0.5692290539839568,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5692290539839568,0.24471294122498552,FALSE,NS
Gene_2801,197.5318754503139,-0.2576706324903835,0.22314616094139525,-1.1547168519652704,0.24820639623162852,0.5692290539839568,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5692290539839568,0.24471294122498552,FALSE,NS
Gene_0977,536.1226084058247,-0.2456994935808229,0.21288962492064947,-1.1541168042942567,0.2484522848468055,0.5692290539839568,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5692290539839568,0.24471294122498552,FALSE,NS
Gene_3234,885.4755058304935,0.19553021892004754,0.1695422836862895,1.1532829136703413,0.24879428090868091,0.5692290539839568,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5692290539839568,0.24471294122498552,FALSE,NS
Gene_3321,6491.184203371344,-0.17567405275019343,0.15231497001711747,-1.1533603869038664,0.24876249364374814,0.5692290539839568,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5692290539839568,0.24471294122498552,FALSE,NS
Gene_0717,69.49097018718432,-0.3726425127118433,0.32346645140109026,-1.1520283203953536,0.24930943594591512,0.5696938500853995,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5696938500853995,0.24435846877992054,FALSE,NS
Gene_1130,83.1466687420795,0.36469955182600994,0.3167530978339332,1.1513685401025313,0.2495806506860432,0.5696938500853995,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5696938500853995,0.24435846877992054,FALSE,NS
Gene_3457,277.3564610327704,0.2788003153360041,0.24222041715087564,1.1510190537007594,0.24972439695485554,0.5696938500853995,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5696938500853995,0.24435846877992054,FALSE,NS
Gene_0322,554.1556317652627,-0.25900055885876394,0.22496361448440552,-1.151299775532002,0.24960892947805988,0.5696938500853995,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5696938500853995,0.24435846877992054,FALSE,NS
Gene_0288,113.49663986199435,-0.31969013090343057,0.27788812439131394,-1.150427466462195,0.24996785285088607,0.5698815781307113,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5698815781307113,0.24421538170925158,FALSE,NS
Gene_1505,5.932373078887382,-1.0881842897376313,0.9472852069343333,-1.148739874508634,0.2506632584631172,0.5699750316137188,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5699750316137188,0.24414416866064748,FALSE,NS
Gene_1337,8.77326946391895,0.9192273135706449,0.7994706209161796,1.1497949887354537,0.25022831973796,0.5699750316137188,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5699750316137188,0.24414416866064748,FALSE,NS
Gene_3426,15.437278684201758,-0.8147942530796198,0.7093821386610898,-1.1485970800131622,0.2507221616687597,0.5699750316137188,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5699750316137188,0.24414416866064748,FALSE,NS
Gene_0595,311.0658628029526,0.27942199681607255,0.24331999158509968,1.1483725401919818,0.25081480463544864,0.5699750316137188,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5699750316137188,0.24414416866064748,FALSE,NS
Gene_3338,242.69710697168787,-0.2616514618933228,0.22775158827070505,-1.1488458275088929,0.2506195587410422,0.5699750316137188,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5699750316137188,0.24414416866064748,FALSE,NS
Gene_0656,13.459930345306509,0.7601028847324435,0.663072108406916,1.146335179983142,0.2516564918748154,0.5706305814002479,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5706305814002479,0.24364495721893253,FALSE,NS
Gene_0621,38.947579412264204,0.4969643712267578,0.43391641984664947,1.1452997593462586,0.25208500563930675,0.5706305814002479,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5706305814002479,0.24364495721893253,FALSE,NS
Gene_2466,117.23730517722562,0.33387370676632894,0.29173627239750527,1.1444367339807828,0.2524425613159067,0.5706305814002479,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5706305814002479,0.24364495721893253,FALSE,NS
Gene_1322,91.29669430303049,-0.33049807075965304,0.2887047398565114,-1.144761498976128,0.25230796811406964,0.5706305814002479,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5706305814002479,0.24364495721893253,FALSE,NS
Gene_2326,97.16673769080761,-0.31598872922096505,0.27573346557531947,-1.1459933909786857,0.25179788667300346,0.5706305814002479,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5706305814002479,0.24364495721893253,FALSE,NS
Gene_0652,123.449288027621,0.3158502670155863,0.27545917005289067,1.1466318836107003,0.2515337933710072,0.5706305814002479,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5706305814002479,0.24364495721893253,FALSE,NS
Gene_1854,118.51846253607695,-0.3123968300028968,0.2730350355947643,-1.1441638957520195,0.252555673046207,0.5706305814002479,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5706305814002479,0.24364495721893253,FALSE,NS
Gene_1242,1176.583858317579,-0.20180581501673509,0.17595532505563238,-1.1469150760451805,0.2514167212002804,0.5706305814002479,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5706305814002479,0.24364495721893253,FALSE,NS
Gene_0395,4498.60768624559,0.18405114683197912,0.1608017878971984,1.1445839579199466,0.2523815407163447,0.5706305814002479,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5706305814002479,0.24364495721893253,FALSE,NS
Gene_0375,30.854640635890014,0.5266948042568739,0.4611474290499701,1.1421397390026455,0.25339593957164214,0.5714337004625808,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5714337004625808,0.24303415055924527,FALSE,NS
Gene_0296,43.549385408718194,-0.42597180948725477,0.37289999247806593,-1.142321850575823,0.25332026194285373,0.5714337004625808,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5714337004625808,0.24303415055924527,FALSE,NS
Gene_1688,151.50124783629133,-0.26858797413392355,0.23506645499118126,-1.1426044356009872,0.25320286309293905,0.5714337004625808,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5714337004625808,0.24303415055924527,FALSE,NS
Gene_3334,13290.935561757135,0.23449157562148942,0.205533886705386,1.1408900954498642,0.25391566161975404,0.5722407772386554,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5722407772386554,0.24242119808834656,FALSE,NS
Gene_2800,274.2573283765679,0.2388183528048997,0.20949845132047223,1.139952831630132,0.25430595273171175,0.5727553177447979,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5727553177447979,0.24203086991420739,FALSE,NS
Gene_1770,73.8138224584691,0.3556483524037335,0.31226650985955245,1.1389256970390222,0.2547341465741495,0.5729897851693337,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5729897851693337,0.2418531202387788,FALSE,NS
Gene_1566,3912.435149441142,0.20655292989104967,0.18135184809137359,1.1389623655060774,0.25471885152682666,0.5729897851693337,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5729897851693337,0.2418531202387788,FALSE,NS
Gene_0571,5.065952737330041,-1.1882208121665851,1.0445241674210195,-1.1375713930108096,0.25529949756661313,0.5738963912241221,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5738963912241221,0.24116650617546348,FALSE,NS
Gene_2574,83.60734952901777,-0.38993403167575924,0.3438651167494138,-1.1339737957773641,0.2568055399893374,0.5763669404606796,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5763669404606796,0.2393009376208132,FALSE,NS
Gene_1193,208.66430490861399,0.27926197233829153,0.24624549650325972,1.1340795113164426,0.25676119710221984,0.5763669404606796,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5763669404606796,0.2393009376208132,FALSE,NS
Gene_2785,185.67127224672532,0.25613142503074937,0.22590960686513015,1.1337783664227343,0.2568875277618866,0.5763669404606796,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5763669404606796,0.2393009376208132,FALSE,NS
Gene_3285,60.56131108456618,-0.39216032540846757,0.3463538058168428,-1.1322535477373907,0.2575278534166185,0.5770712862364785,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5770712862364785,0.23877053466602471,FALSE,NS
Gene_1392,124.90443258632044,-0.320830259482173,0.28333524653710385,-1.1323344462199094,0.25749385347301035,0.5770712862364785,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5770712862364785,0.23877053466602471,FALSE,NS
Gene_2005,12.58433991324932,0.8609957192717612,0.762199191993983,1.129620351629234,0.2586362316484097,0.5789275368624304,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5789275368624304,0.23737579259422836,FALSE,NS
Gene_1133,53.96083952328564,0.43117005525915775,0.3817326966451523,1.1295077918357121,0.2586836844577602,0.5789275368624304,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5789275368624304,0.23737579259422836,FALSE,NS
Gene_1155,261.0144317571486,0.2860490081812499,0.253487842532816,1.1284525732006994,0.2591288355667347,0.5791906210897434,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5791906210897434,0.23717847934189973,FALSE,NS
Gene_0937,317.23175929741893,0.2258309426732777,0.20008385347536317,1.1286814940371228,0.2590322187198329,0.5791906210897434,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5791906210897434,0.23717847934189973,FALSE,NS
Gene_3043,187.70652387585167,0.2819302277789079,0.2500079486982325,1.1276850566027667,0.25945295080741543,0.5795487265034877,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5795487265034877,0.23691004414911337,FALSE,NS
Gene_3142,51.882869817972484,0.39427851691705335,0.3499105389813576,1.1267980611983213,0.25982787044058697,0.5796538485034168,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5796538485034168,0.23683127637270335,FALSE,NS
Gene_1820,1403.435396125967,-0.20813100390420106,0.18465337204944532,-1.127144343989933,0.2596814572992105,0.5796538485034168,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5796538485034168,0.23683127637270335,FALSE,NS
Gene_1737,5.3401652764587855,-1.2196518832055332,1.0837035700072506,-1.1254478779629498,0.26039929232490905,0.5805623566588136,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5805623566588136,0.23615112700478152,FALSE,NS
Gene_0728,156.00523603235607,0.28539185104658105,0.25399097036514046,1.1236299095054376,0.26117006211782906,0.5819138876172928,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5819138876172928,0.23514127806421672,FALSE,NS
Gene_2729,28.601217636359397,0.5356103096674375,0.47729269090571236,1.1221841856640657,0.26178413520450017,0.5829147998004487,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5829147998004487,0.2343949181064035,FALSE,NS
Gene_1368,59.17651989938762,-0.4770267298192385,0.42535387844668404,-1.1214820270623944,0.2620827376874021,0.5832124357851818,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5832124357851818,0.23417322417001685,FALSE,NS
Gene_3200,64.4849631923814,0.41017694788613657,0.36600739523051784,1.1206793994634998,0.26242435410291026,0.5836053560426986,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5836053560426986,0.23388073101930754,FALSE,NS
Gene_2295,115.50853968480038,0.32639032774085597,0.2919707518183941,1.1178870681672624,0.2636152288131225,0.585885260265997,Brain,Treatment vs Control,Brain | Treatment vs Control,0.585885260265997,0.23218742785980656,FALSE,NS
Gene_1685,14.106438185844532,-0.7290910120585201,0.652520617532652,-1.117345555785502,0.26384660420668166,0.5860311510520266,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5860311510520266,0.23207929802554772,FALSE,NS
Gene_2159,455.99869824693917,0.2438493868371456,0.219024383213507,1.1133435613853044,0.26556090432818213,0.5894685233549605,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5894685233549605,0.229539380557398,FALSE,NS
Gene_1656,208.66394901097357,0.294500295316059,0.2647385417257327,1.1124194210496152,0.2659578581625332,0.5899792888724702,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5899792888724702,0.22916323392781782,FALSE,NS
Gene_0384,1716.28736705403,-0.20814082090906952,0.18717568368823911,-1.1120078036191392,0.26613479511006155,0.5900016523568512,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5900016523568512,0.22914677207233422,FALSE,NS
Gene_0144,118.40694936667393,0.35213179547687945,0.31707513173939506,1.1105626402965514,0.26675665130347126,0.5910097236898962,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5910097236898962,0.22840537375474104,FALSE,NS
Gene_0122,29.39639059423415,-0.5538361255562787,0.4988843920590312,-1.1101492337141412,0.26693472456822187,0.5910339299143598,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5910339299143598,0.22838758654412217,FALSE,NS
Gene_2876,359.114702258758,-0.2850463070739806,0.25693643318299225,-1.1094040013818058,0.26725593697495936,0.5913748392637399,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5913748392637399,0.22813715698502748,FALSE,NS
Gene_1865,144.53320001417964,-0.28353759141274804,0.25568772582336696,-1.1089214020723865,0.267464090190637,0.5914653051370184,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5914653051370184,0.22807072564208056,FALSE,NS
Gene_2834,14.4517639295522,-0.741385838630036,0.6697018663040173,-1.1070386330586648,0.268277225618126,0.5915115047874804,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5915115047874804,0.22803680400793971,FALSE,NS
Gene_1870,379.2933540783132,-0.27203301281151115,0.24575304855180796,-1.1069364730755844,0.26832139527124393,0.5915115047874804,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5915115047874804,0.22803680400793971,FALSE,NS
Gene_2659,203.8176311318155,0.2691502826251444,0.24299434348583634,1.107640115255739,0.26801727144886295,0.5915115047874804,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5915115047874804,0.22803680400793971,FALSE,NS
Gene_2856,289.659262888141,-0.25682440944125173,0.231998251087347,-1.1070101099363794,0.2682895573064311,0.5915115047874804,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5915115047874804,0.22803680400793971,FALSE,NS
Gene_2768,8382.441786806261,-0.19830262242687016,0.17903510116200547,-1.1076186800231418,0.26802653255187514,0.5915115047874804,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5915115047874804,0.22803680400793971,FALSE,NS
Gene_2093,243.19536041464082,-0.2801070145931467,0.25347176012139455,-1.1050817434612668,0.26912417053943516,0.5925423829560664,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5925423829560664,0.22728058029568046,FALSE,NS
Gene_3244,707.4307472740121,-0.2300363733448418,0.20810745637730507,-1.1053730478920416,0.2689979773825514,0.5925423829560664,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5925423829560664,0.22728058029568046,FALSE,NS
Gene_2320,90.79649507430521,0.3329841523210673,0.30156707095436336,1.1041794160989757,0.2695153168475406,0.5930343250609232,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5930343250609232,0.2269201687721206,FALSE,NS
Gene_1707,23.821855607430805,0.5505038828087544,0.4988866113799304,1.1034649362227813,0.26982531048898645,0.5933472001797613,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5933472001797613,0.2266911025941746,FALSE,NS
Gene_2277,6.573500508842304,-1.2108447897743182,1.0999742750077006,-1.1007937342587775,0.2709864393875366,0.5954250487615894,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5954250487615894,0.22517289909790916,FALSE,NS
Gene_3344,13.650528817725775,-0.7186061412330743,0.6537012097954393,-1.0992883758895682,0.27164230097612785,0.5954250487615894,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5954250487615894,0.22517289909790916,FALSE,NS
Gene_1301,54.95422905271338,0.41914742715536996,0.3818007261036597,1.0978172604144565,0.27228429290867573,0.5954250487615894,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5954250487615894,0.22517289909790916,FALSE,NS
Gene_1187,80.5755441288182,0.37804609132209216,0.3442265009116358,1.0982480730591337,0.2720961796771627,0.5954250487615894,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5954250487615894,0.22517289909790916,FALSE,NS
Gene_1339,121.342512162618,0.3431904160441656,0.3126717361522989,1.097606135647008,0.27237651248525785,0.5954250487615894,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5954250487615894,0.22517289909790916,FALSE,NS
Gene_0048,88.41522845762664,0.3420231521379637,0.31161514937994145,1.0975819141608767,0.2723870938289512,0.5954250487615894,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5954250487615894,0.22517289909790916,FALSE,NS
Gene_3190,97.38927935323153,-0.3356545238803442,0.305161874414174,-1.0999228672477768,0.27136573039447043,0.5954250487615894,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5954250487615894,0.22517289909790916,FALSE,NS
Gene_1641,96.2705360200119,0.32295030100183625,0.29421081360658835,1.0976833143654525,0.2723427982409623,0.5954250487615894,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5954250487615894,0.22517289909790916,FALSE,NS
Gene_1170,706.6853605197516,0.22293898115582864,0.2026218105946756,1.1002713898445784,0.2712138938054091,0.5954250487615894,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5954250487615894,0.22517289909790916,FALSE,NS
Gene_0624,397.89049870852944,-0.20820361912419044,0.18971952528541797,-1.0974285267210353,0.2724541088507499,0.5954250487615894,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5954250487615894,0.22517289909790916,FALSE,NS
Gene_1146,9.726158069530667,0.9172986836564276,0.8380588760865801,1.0945515999303863,0.2737131296118921,0.5978070576328909,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5978070576328909,0.22343896204192595,FALSE,NS
Gene_2654,470.00938891618597,-0.22995618969413262,0.2105911194576512,-1.0919557780325853,0.2748525390347181,0.5999250481646687,Brain,Treatment vs Control,Brain | Treatment vs Control,0.5999250481646687,0.22190300495269594,FALSE,NS
Gene_3387,20.206158301360592,-0.5931823847643539,0.5439905389492398,-1.090427759846949,0.275524759122751,0.6008837655785362,Brain,Treatment vs Control,Brain | Treatment vs Control,0.6008837655785362,0.22120952941146052,FALSE,NS
Gene_0500,153.5355771287632,-0.2866451873389766,0.2629325974912635,-1.0901850515073581,0.2756316368123263,0.6008837655785362,Brain,Treatment vs Control,Brain | Treatment vs Control,0.6008837655785362,0.22120952941146052,FALSE,NS
Gene_0315,455.810840143148,-0.2523113338667329,0.231658265395962,-1.0891531689381755,0.27608634661574843,0.6015042031012239,Brain,Treatment vs Control,Brain | Treatment vs Control,0.6015042031012239,0.22076133361542352,FALSE,NS
Gene_1928,107.19904341792623,-0.2903101888220641,0.2668716337699542,-1.0878270752159225,0.2766714544349911,0.6024077973412121,Brain,Treatment vs Control,Brain | Treatment vs Control,0.6024077973412121,0.22010941542563928,FALSE,NS
Gene_0089,111.51321811154511,0.30130582029460135,0.2777055909093607,1.0849829105275142,0.2779292243214852,0.6044553917821365,Brain,Treatment vs Control,Brain | Treatment vs Control,0.6044553917821365,0.21863574412943945,FALSE,NS
Gene_3315,132.02251464978264,-0.28491097710658053,0.2626083016574575,-1.084927533929275,0.277953751990315,0.6044553917821365,Brain,Treatment vs Control,Brain | Treatment vs Control,0.6044553917821365,0.21863574412943945,FALSE,NS
Gene_0095,317.0268698461644,0.24046859483952054,0.22203566441721392,1.0830178812520426,0.278800486263749,0.6059241053648533,Brain,Treatment vs Control,Brain | Treatment vs Control,0.6059241053648533,0.21758176970400228,FALSE,NS
Gene_3381,15.785860701173442,-0.8076469497623545,0.7470027299040672,-1.0811833979054875,0.27961554154448975,0.6063561229698042,Brain,Treatment vs Control,Brain | Treatment vs Control,0.6063561229698042,0.21727223257640998,FALSE,NS
Gene_2693,10.100608871549616,-0.7792886733447687,0.7203944801723677,-1.0817526991021773,0.2793624296358246,0.6063561229698042,Brain,Treatment vs Control,Brain | Treatment vs Control,0.6063561229698042,0.21727223257640998,FALSE,NS
Gene_0412,63.68951236888127,0.39667231254033636,0.3667435266824472,1.081606855146495,0.2794272571640101,0.6063561229698042,Brain,Treatment vs Control,Brain | Treatment vs Control,0.6063561229698042,0.21727223257640998,FALSE,NS
Gene_0778,167.02460214817555,0.3180259958811961,0.2943865530771578,1.080300688183412,0.2800083033663867,0.6063561229698042,Brain,Treatment vs Control,Brain | Treatment vs Control,0.6063561229698042,0.21727223257640998,FALSE,NS
Gene_0164,126.19135142407384,0.28243847563017516,0.26135444874264985,1.080672156104319,0.279842972998067,0.6063561229698042,Brain,Treatment vs Control,Brain | Treatment vs Control,0.6063561229698042,0.21727223257640998,FALSE,NS
Gene_2402,312.1285259720245,-0.22380555833894922,0.20717824078334415,-1.0802560997368107,0.280028152943917,0.6063561229698042,Brain,Treatment vs Control,Brain | Treatment vs Control,0.6063561229698042,0.21727223257640998,FALSE,NS
Gene_1117,382.2749451841056,0.2136998336690099,0.19835423640076624,1.0773646056000465,0.2813174100771407,0.608775007363996,Brain,Treatment vs Control,Brain | Treatment vs Control,0.608775007363996,0.21554318538778747,FALSE,NS
Gene_2490,186.58498307761172,-0.2506057218892835,0.2327412200906821,-1.0767569311170617,0.28158887095948104,0.608989753952737,Brain,Treatment vs Control,Brain | Treatment vs Control,0.608989753952737,0.21539001416387443,FALSE,NS
Gene_3317,52.22132348881687,-0.45524795090555453,0.4234267604013789,-1.0751515810526746,0.28230686911787034,0.6094243523814343,Brain,Treatment vs Control,Brain | Treatment vs Control,0.6094243523814343,0.21508019551280924,FALSE,NS
Gene_2649,187.80242744401167,-0.25468576966296247,0.2368022012857489,-1.0755211238751683,0.28214147997487526,0.6094243523814343,Brain,Treatment vs Control,Brain | Treatment vs Control,0.6094243523814343,0.21508019551280924,FALSE,NS
Gene_1608,2518.027593768048,-0.23157489373522136,0.21525615193876044,-1.0758108033126206,0.282011879695605,0.6094243523814343,Brain,Treatment vs Control,Brain | Treatment vs Control,0.6094243523814343,0.21508019551280924,FALSE,NS
Gene_1360,34.2381474274648,-0.4904839408178946,0.4563732095272188,-1.074743062429131,0.2824897783955457,0.6094471363066806,Brain,Treatment vs Control,Brain | Treatment vs Control,0.6094471363066806,0.21506395929249641,FALSE,NS
Gene_2763,351.8228399678215,-0.2232111380041112,0.2077651255067044,-1.0743436246084928,0.28266869951941787,0.6094612935979644,Brain,Treatment vs Control,Brain | Treatment vs Control,0.6094612935979644,0.21505387086693023,FALSE,NS
Gene_1422,47.996975535728474,0.4538728645970334,0.4233429096777896,1.072116372381152,0.2836677659600161,0.6108704143937983,Brain,Treatment vs Control,Brain | Treatment vs Control,0.6108704143937983,0.21405090805944493,FALSE,NS
Gene_1196,121.78990037033557,0.2914681251203697,0.27181881217201315,1.0722882746464288,0.28359057164408824,0.6108704143937983,Brain,Treatment vs Control,Brain | Treatment vs Control,0.6108704143937983,0.21405090805944493,FALSE,NS
Gene_0398,11.835658747493621,0.8371909548409283,0.7817796661069155,1.0708783959679438,0.2842241110323292,0.6116959565491881,Brain,Treatment vs Control,Brain | Treatment vs Control,0.6116959565491881,0.2134643902790153,FALSE,NS
Gene_3472,465.7957366679576,0.20165589280666407,0.18863889618981014,1.0690048387674835,0.2850674890570143,0.6131378596749407,Brain,Treatment vs Control,Brain | Treatment vs Control,0.6131378596749407,0.2124418664852762,FALSE,NS
Gene_0233,11.789350498692428,-0.7422111834500101,0.6945643018757609,-1.0685996695274615,0.2852500975311932,0.6131576564561089,Brain,Treatment vs Control,Brain | Treatment vs Control,0.6131576564561089,0.2124278443630252,FALSE,NS
Gene_2107,11.272754724955647,0.8071100484549946,0.7556856687531048,1.0680499602258449,0.285497976175785,0.6133176450532051,Brain,Treatment vs Control,Brain | Treatment vs Control,0.6133176450532051,0.21231454054810953,FALSE,NS
Gene_1527,113.52392568991704,0.32757948979060614,0.3069200369190511,1.0673121672958872,0.2858308955782644,0.613660016250603,Brain,Treatment vs Control,Brain | Treatment vs Control,0.613660016250603,0.2120721727685795,FALSE,NS
